(69, 24, -105, -53, 2001, -293, 424, 5981, -4099, 5672, 1039.1220703125, -9219, 0, 201)
(69, 24, -105, -53, 2001, -293, 424, 5981, -4099, 5672, 1039.1220703125, -9219, 0, 201)
(69, 26, -107, -53, 2000, -294, 431, 5981, -4099, 5672, 1039.1220703125, -9219, 0, 206)
(69, 26, -107, -53, 2000, -294, 431, 5981, -4099, 5672, 1039.1220703125, -9219, 0, 206)
(69, 24, -104, -53, 2005, -295, 429, 5981, -4099, 5672, 1039.1220703125, -9219, 0, 197)
(69, 24, -104, -53, 2005, -295, 429, 5981, -4099, 5672, 1039.1220703125, -9219, 0, 197)
(69, 26, -106, -55, 2010, -290, 425, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 128)
(69, 27, -107, -54, 1997, -285, 435, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 177)
(69, 27, -107, -54, 1997, -285, 435, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 177)
(69, 25, -105, -53, 2003, -297, 423, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 142)
(69, 25, -105, -53, 2003, -297, 423, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 142)
(69, 25, -105, -53, 2000, -296, 432, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 149)
(69, 25, -105, -53, 2000, -296, 432, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 149)
(69, 25, -103, -53, 1997, -298, 428, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 148)
(69, 23, -103, -53, 1997, -298, 428, 5989, -4096, 5651, 1039.165283203125, -9217, 0, 154)
(69, 25, -104, -54, 2001, -288, 422, 5989, -4096, 5651, 1039.089599609375, -9221, 0, 35)
(69, 25, -104, -54, 2001, -288, 422, 5989, -4096, 5651, 1039.089599609375, -9221, 0, 35)
(69, 25, -107, -53, 1993, -293, 434, 5989, -4096, 5670, 1039.089599609375, -9221, 0, 45)
(69, 25, -107, -53, 1993, -293, 434, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 35)
(69, 21, -102, -52, 1998, -292, 429, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 56)
(69, 21, -102, -52, 1998, -292, 429, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 56)
(69, 23, -103, -51, 1997, -307, 436, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 51)
(69, 25, -104, -53, 2005, -289, 437, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 49)
(69, 25, -102, -52, 2000, -294, 422, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 39)
(69, 23, -102, -52, 2000, -294, 422, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 41)
(69, 23, -102, -52, 1997, -298, 413, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 3)
(69, 22, -101, -51, 1997, -298, 413, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 2)
(69, 22, -101, -51, 1997, -298, 413, 5992, -4093, 5670, 1039.089599609375, -9221, 0, 2)
(69, 27, -108, -56, 1996, -284, 434, 6002, -4098, 5654, 1039.16796875, -9211, 0, 145)
(69, 27, -108, -56, 1996, -284, 434, 6002, -4098, 5654, 1039.16796875, -9211, 0, 145)
(69, 27, -108, -56, 2008, -295, 436, 6002, -4098, 5654, 1039.16796875, -9211, 0, 190)
(69, 27, -107, -55, 2008, -301, 430, 6002, -4098, 5654, 1039.16796875, -9211, 0, 174)
(69, 27, -107, -55, 2008, -301, 430, 6002, -4098, 5654, 1039.16796875, -9211, 0, 174)
(69, 28, -110, -54, 1995, -296, 420, 6002, -4098, 5654, 1039.16796875, -9211, 0, 191)
(69, 28, -110, -54, 1995, -296, 420, 6002, -4098, 5654, 1039.16796875, -9211, 0, 191)
(69, 23, -103, -52, 1997, -294, 419, 6002, -4098, 5654, 1039.16796875, -9227, 0, 77)
(69, 23, -103, -52, 1997, -294, 419, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 183)
(69, 24, -104, -51, 2005, -300, 436, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 185)
(69, 24, -104, -51, 2005, -300, 436, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 185)
(69, 22, -102, -52, 2000, -304, 437, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 180)
(69, 22, -102, -52, 2000, -304, 437, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 180)
(69, 22, -102, -52, 1992, -294, 421, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 182)
(69, 23, -102, -52, 1992, -294, 421, 6002, -4098, 5654, 1039.050537109375, -9227, 0, 183)
(69, 24, -105, -53, 2001, -289, 437, 6026, -4126, 5665, 1039.050537109375, -9227, 0, 109)
(69, 22, -104, -52, 1994, -295, 420, 6026, -4126, 5665, 1039.050537109375, -9227, 0, 103)
(69, 22, -104, -52, 1994, -295, 420, 6026, -4126, 5665, 1039.050537109375, -9227, 0, 103)
(69, 24, -106, -54, 2008, -297, 441, 6026, -4126, 5665, 1039.050537109375, -9227, 0, 96)
(69, 24, -106, -54, 2008, -297, 441, 6026, -4126, 5665, 1039.050537109375, -9224, 0, 109)
(69, 28, -106, -54, 1993, -289, 428, 6026, -4126, 5665, 1039.026611328125, -9224, 0, 32)
(69, 29, -112, -55, 2008, -291, 443, 6026, -4126, 5665, 1039.026611328125, -9224, 0, 32)
(69, 29, -112, -55, 2008, -291, 443, 6026, -4126, 5665, 1039.026611328125, -9224, 0, 32)
(69, 23, -106, -52, 1995, -293, 427, 6026, -4126, 5665, 1039.026611328125, -9224, 0, 44)
(69, 25, -107, -54, 2001, -297, 433, 6016, -4067, 5685, 1039.026611328125, -9224, 0, 213)
(69, 24, -104, -53, 2004, -296, 426, 6016, -4067, 5685, 1039.026611328125, -9219, 0, 204)
