(69, 21, -95, -53, 2056, -124, 202, 6093, -4754, 3141, 1028, -9395, 0)
(69, 26, -108, -57, 2059, -105, 197, 6103, -4781, 3155, 1028, -9376, 0)
(69, 23, -102, -53, 2059, -105, 197, 6103, -4781, 3155, 1028, -9376, 0)
(69, 23, -102, -53, 2059, -105, 197, 6103, -4781, 3155, 1028, -9376, 0)
(69, 22, -99, -54, 2055, -127, 191, 6103, -4781, 3155, 1028, -9376, 0)
(69, 20, -91, -53, 2063, -129, 200, 6103, -4781, 3155, 1028, -9376, 0)
(69, 22, -99, -51, 2054, -119, 189, 6103, -4781, 3155, 1028, -9376, 0)
(69, 22, -99, -51, 2054, -119, 189, 6103, -4781, 3155, 1028, -9376, 0)
(69, 24, -103, -53, 2058, -127, 197, 6103, -4781, 3155, 1028, -9376, 0)
(69, 24, -103, -53, 2058, -127, 197, 6103, -4781, 3155, 1028, -9397, 0)
(69, 23, -94, -54, 2052, -116, 200, 6103, -4781, 3155, 1028, -9397, 0)
(69, 22, -100, -50, 2072, -117, 195, 6103, -4781, 3155, 1028, -9397, 0)
(69, 22, -100, -50, 2055, -129, 195, 6103, -4781, 3155, 1028, -9397, 0)
(69, 22, -101, -49, 2055, -129, 195, 6103, -4781, 3155, 1028, -9397, 0)
(69, 22, -101, -49, 2055, -129, 195, 6103, -4781, 3155, 1028, -9397, 0)
(69, 19, -87, -53, 2055, -129, 193, 6103, -4781, 3155, 1028, -9397, 0)
(69, 19, -87, -53, 2055, -129, 193, 6103, -4781, 3155, 1028, -9397, 0)
(69, 19, -95, -52, 2060, -124, 204, 6119, -4803, 3151, 1028, -9397, 0)
(69, 19, -95, -52, 2060, -124, 204, 6119, -4803, 3151, 1028, -9397, 0)
(69, 22, -106, -52, 2057, -121, 199, 6119, -4803, 3151, 1028, -9397, 0)
(69, 22, -106, -52, 2057, -121, 199, 6119, -4803, 3151, 1028, -9397, 0)
(69, 21, -96, -55, 2060, -124, 203, 6119, -4803, 3151, 1028, -9397, 0)
(69, 21, -96, -55, 2060, -124, 203, 6119, -4803, 3151, 1028, -9397, 0)
(69, 24, -102, -53, 2072, -125, 206, 6119, -4803, 3151, 1028, -9397, 0)
(69, 24, -102, -53, 2072, -125, 206, 6119, -4803, 3151, 1028, -9397, 0)
(69, 19, -99, -52, 2056, -125, 211, 6119, -4803, 3151, 1028, -9397, 0)
(69, 19, -99, -52, 2056, -125, 211, 6119, -4803, 3151, 1028, -9397, 0)
(69, 20, -95, -52, 2055, -130, 185, 6086, -4802, 3160, 1028, -9397, 0)
(69, 20, -95, -52, 2055, -130, 185, 6086, -4802, 3160, 1028, -9368, 0)
(69, 20, -95, -52, 2057, -123, 211, 6086, -4802, 3160, 1028, -9368, 0)
(69, 20, -101, -50, 2057, -123, 211, 6086, -4802, 3160, 1028, -9368, 0)
(69, 20, -101, -50, 2057, -123, 202, 6086, -4802, 3160, 1028, -9368, 0)
(69, 22, -98, -54, 2059, -119, 202, 6086, -4802, 3160, 1028, -9368, 0)
(69, 20, -98, -51, 2053, -111, 175, 6086, -4802, 3160, 1028, -9368, 0)
(69, 22, -105, -50, 2071, -118, 199, 6086, -4802, 3160, 1028, -9368, 0)
(69, 22, -105, -50, 2071, -118, 199, 6086, -4802, 3160, 1028, -9368, 0)
(69, 23, -93, -55, 2054, -127, 190, 6086, -4802, 3160, 1028, -9368, 0)
(69, 23, -93, -55, 2054, -127, 190, 6086, -4802, 3160, 1028, -9368, 0)
(69, 19, -88, -50, 2051, -127, 208, 6086, -4802, 3160, 1028, -9368, 0)
(69, 21, -94, -50, 2062, -127, 193, 6086, -4802, 3160, 1028, -9368, 0)
(69, 21, -94, -50, 2057, -129, 194, 6086, -4802, 3160, 1028, -9395, 0)
(69, 23, -99, -49, 2057, -129, 194, 6104, -4777, 3164, 1028, -9395, 0)
(69, 23, -99, -49, 2057, -119, 200, 6104, -4777, 3164, 1028, -9395, 0)
(69, 22, -99, -54, 2052, -119, 200, 6104, -4777, 3164, 1028, -9395, 0)
(69, 22, -99, -54, 2052, -119, 200, 6104, -4777, 3164, 1028, -9395, 0)
(69, 22, -102, -53, 2056, -110, 202, 6104, -4777, 3164, 1028, -9395, 0)
(69, 22, -102, -53, 2047, -122, 190, 6104, -4777, 3164, 1028, -9395, 0)
(69, 23, -101, -52, 2047, -122, 190, 6104, -4777, 3164, 1028, -9395, 0)
(69, 23, -101, -52, 2047, -129, 199, 6104, -4777, 3164, 1028, -9395, 0)
(69, 19, -91, -53, 2051, -129, 187, 6104, -4777, 3164, 1028, -9368, 0)
(69, 19, -91, -53, 2051, -129, 187, 6104, -4777, 3164, 1028, -9368, 0)
(69, 20, -100, -52, 2059, -130, 195, 6104, -4777, 3164, 1028, -9368, 0)
(69, 20, -100, -52, 2059, -130, 195, 6089, -4788, 3161, 1028, -9368, 0)
(69, 18, -91, -53, 2052, -122, 208, 6089, -4788, 3161, 1028, -9368, 0)
(69, 18, -91, -53, 2052, -122, 208, 6089, -4788, 3161, 1028, -9368, 0)
(69, 20, -105, -47, 2065, -113, 195, 6089, -4788, 3161, 1028, -9368, 0)
(69, 20, -105, -47, 2065, -113, 195, 6089, -4788, 3161, 1028, -9368, 0)
(69, 20, -105, -47, 2059, -126, 199, 6089, -4788, 3161, 1028, -9368, 0)
(69, 25, -103, -56, 2059, -126, 199, 6089, -4788, 3161, 1028, -9368, 0)
(69, 25, -103, -56, 2059, -126, 205, 6089, -4788, 3161, 1028, -9368, 0)
(69, 23, -89, -55, 2055, -122, 205, 6089, -4788, 3161, 1028, -9368, 0)
(69, 18, -91, -49, 2056, -129, 197, 6089, -4788, 3161, 1028, -9366, 0)
(69, 17, -99, -50, 2061, -106, 194, 6089, -4788, 3161, 1028, -9366, 0)
(69, 17, -99, -50, 2061, -106, 194, 6089, -4788, 3161, 1028, -9366, 0)
(69, 19, -97, -52, 2050, -123, 210, 6089, -4788, 3161, 1028, -9366, 0)
(69, 19, -97, -52, 2050, -123, 210, 6089, -4788, 3161, 1028, -9366, 0)
(69, 25, -100, -56, 2058, -121, 206, 6089, -4788, 3161, 1028, -9366, 0)
(69, 25, -102, -52, 2067, -123, 177, 6086, -4814, 3139, 1028, -9366, 0)
(69, 21, -97, -52, 2061, -116, 195, 6086, -4814, 3139, 1028, -9366, 0)
(69, 21, -97, -52, 2061, -116, 195, 6086, -4814, 3139, 1029, -9363, 0)
(69, 23, -96, -56, 2053, -116, 200, 6086, -4814, 3139, 1029, -9363, 0)
(69, 20, -91, -51, 2064, -130, 200, 6086, -4814, 3139, 1029, -9363, 0)
(69, 27, -104, -53, 2064, -120, 204, 6086, -4814, 3139, 1029, -9363, 0)
(69, 27, -104, -53, 2064, -120, 204, 6086, -4814, 3139, 1029, -9363, 0)
(69, 27, -100, -52, 2050, -123, 190, 6086, -4814, 3139, 1029, -9363, 0)
(69, 17, -100, -52, 2050, -123, 190, 6086, -4814, 3139, 1029, -9363, 0)
(69, 19, -91, -51, 2056, -127, 190, 6086, -4814, 3139, 1029, -9363, 0)
(69, 20, -98, -48, 2067, -117, 207, 6083, -4802, 3157, 1029, -9363, 0)
(69, 20, -98, -48, 2067, -117, 207, 6083, -4802, 3157, 1029, -9363, 0)
(69, 19, -103, -50, 2053, -122, 205, 6083, -4802, 3157, 1029, -9363, 0)
(69, 19, -103, -50, 2053, -122, 205, 6083, -4802, 3157, 1029, -9363, 0)
(69, 17, -91, -53, 2054, -121, 204, 6083, -4802, 3157, 1028, -9391, 0)
(69, 17, -91, -53, 2054, -121, 204, 6083, -4802, 3157, 1028, -9391, 0)
(69, 21, -99, -54, 2057, -126, 187, 6083, -4802, 3157, 1028, -9391, 0)
(69, 21, -99, -54, 2057, -126, 187, 6083, -4802, 3157, 1028, -9391, 0)
(69, 21, -100, -51, 2054, -120, 199, 6083, -4802, 3157, 1028, -9391, 0)
(69, 21, -100, -51, 2054, -120, 199, 6083, -4802, 3157, 1028, -9391, 0)
(69, 21, -100, -51, 2052, -117, 205, 6083, -4802, 3157, 1028, -9391, 0)
(69, 19, -96, -53, 2052, -117, 205, 6083, -4802, 3157, 1028, -9391, 0)
(69, 28, -105, -55, 2068, -120, 194, 6083, -4809, 3181, 1029, -9360, 0)
(69, 19, -109, -55, 2056, -110, 176, 6083, -4809, 3181, 1029, -9360, 0)
(69, 19, -109, -55, 2056, -110, 176, 6083, -4809, 3181, 1029, -9360, 0)
(69, 25, -97, -56, 2058, -115, 184, 6083, -4809, 3181, 1029, -9360, 0)
(69, 19, -100, -56, 2058, -115, 184, 6083, -4809, 3181, 1029, -9360, 0)
(69, 19, -100, -56, 2054, -127, 200, 6083, -4809, 3181, 1029, -9360, 0)
(69, 21, -98, -50, 2054, -127, 200, 6083, -4809, 3181, 1029, -9360, 0)
(69, 21, -98, -50, 2054, -127, 200, 6083, -4809, 3181, 1029, -9360, 0)
(69, 17, -97, -52, 2048, -122, 196, 6083, -4809, 3181, 1029, -9360, 0)
(69, 20, -96, -50, 2051, -106, 174, 6083, -4809, 3181, 1029, -9360, 0)
(69, 23, -102, -49, 2067, -132, 204, 6083, -4809, 3181, 1028, -9387, 0)
(69, 23, -102, -49, 2067, -132, 204, 6115, -4823, 3185, 1028, -9387, 0)
(69, 16, -96, -55, 2046, -114, 200, 6115, -4823, 3185, 1028, -9387, 0)
(69, 16, -96, -55, 2046, -114, 200, 6115, -4823, 3185, 1028, -9387, 0)
(69, 21, -90, -51, 2056, -127, 206, 6115, -4823, 3185, 1028, -9387, 0)
(69, 21, -95, -49, 2060, -124, 204, 6115, -4823, 3185, 1028, -9387, 0)
(69, 18, -95, -49, 2060, -124, 204, 6115, -4823, 3185, 1028, -9387, 0)
(69, 18, -95, -49, 2062, -132, 194, 6115, -4823, 3185, 1028, -9387, 0)
(69, 21, -103, -51, 2062, -132, 194, 6115, -4823, 3185, 1028, -9387, 0)
(69, 21, -103, -51, 2062, -132, 194, 6115, -4823, 3185, 1028, -9387, 0)
(69, 22, -114, -49, 2066, -105, 193, 6066, -4809, 3194, 1028, -9358, 0)
(69, 23, -114, -49, 2066, -105, 193, 6066, -4809, 3194, 1028, -9358, 0)
(69, 23, -114, -49, 2061, -120, 205, 6066, -4809, 3194, 1028, -9358, 0)
(69, 22, -105, -55, 2061, -120, 205, 6066, -4809, 3194, 1028, -9358, 0)
(69, 22, -105, -55, 2061, -120, 205, 6066, -4809, 3194, 1028, -9358, 0)
(69, 19, -91, -52, 2054, -118, 203, 6066, -4809, 3194, 1028, -9358, 0)
(69, 21, -97, -51, 2057, -128, 194, 6117, -4816, 3143, 1028, -9358, 0)
(69, 20, -96, -48, 2066, -114, 195, 6117, -4816, 3143, 1028, -9358, 0)
(69, 20, -96, -48, 2066, -114, 195, 6117, -4816, 3143, 1028, -9358, 0)
(69, 21, -91, -51, 2064, -126, 202, 6117, -4816, 3143, 1028, -9358, 0)
(69, 21, -91, -51, 2064, -126, 202, 6117, -4816, 3143, 1028, -9358, 0)
